episode_id,instance_id,seed,incumbent_ref,episode_path,num_events,num_arrivals,num_breakdowns,first_event_time,last_event_time
mk7_seed03_ep001,mk7,3,outputs\episodesrandimarte_heldout\incumbents\mk7_seed03.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed03_ep001.json,8,4,4,97.77896984665,345.2307064594892
mk7_seed04_ep001,mk7,4,outputs\episodesrandimarte_heldout\incumbents\mk7_seed04.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed04_ep001.json,8,4,4,85.5510947065472,348.16356883115776
mk7_seed05_ep001,mk7,5,outputs\episodesrandimarte_heldout\incumbents\mk7_seed05.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed05_ep001.json,8,4,4,88.00889856586694,292.9642787888239
mk7_seed06_ep001,mk7,6,outputs\episodesrandimarte_heldout\incumbents\mk7_seed06.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed06_ep001.json,8,4,4,90.1000839443567,363.4312049513573
mk7_seed07_ep001,mk7,7,outputs\episodesrandimarte_heldout\incumbents\mk7_seed07.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed07_ep001.json,8,4,4,72.11765485268089,185.8652852931989
mk7_seed08_ep001,mk7,8,outputs\episodesrandimarte_heldout\incumbents\mk7_seed08.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed08_ep001.json,8,4,4,103.03705920357633,297.26313217928174
mk7_seed09_ep001,mk7,9,outputs\episodesrandimarte_heldout\incumbents\mk7_seed09.json,outputs\episodesrandimarte_heldout\episodes\mk7_seed09_ep001.json,8,4,4,103.9474488725169,354.0798633467008
mk8_seed00_ep001,mk8,0,outputs\episodesrandimarte_heldout\incumbents\mk8_seed00.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed00_ep001.json,8,4,4,378.10790196975347,1531.7599253677763
mk8_seed01_ep001,mk8,1,outputs\episodesrandimarte_heldout\incumbents\mk8_seed01.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed01_ep001.json,8,4,4,347.17728533534546,1178.198795075415
mk8_seed02_ep001,mk8,2,outputs\episodesrandimarte_heldout\incumbents\mk8_seed02.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed02_ep001.json,8,4,4,434.8549064133342,1554.3252674766654
mk8_seed03_ep001,mk8,3,outputs\episodesrandimarte_heldout\incumbents\mk8_seed03.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed03_ep001.json,8,4,4,405.91979818581245,1433.1914000869638
mk8_seed04_ep001,mk8,4,outputs\episodesrandimarte_heldout\incumbents\mk8_seed04.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed04_ep001.json,8,4,4,355.1569744733483,1445.3668904186943
mk8_seed05_ep001,mk8,5,outputs\episodesrandimarte_heldout\incumbents\mk8_seed05.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed05_ep001.json,8,4,4,365.3603060089541,1216.2124545607062
mk8_seed06_ep001,mk8,6,outputs\episodesrandimarte_heldout\incumbents\mk8_seed06.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed06_ep001.json,8,4,4,374.0416568979742,1508.7489835457282
mk8_seed07_ep001,mk8,7,outputs\episodesrandimarte_heldout\incumbents\mk8_seed07.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed07_ep001.json,8,4,4,299.3893671547743,771.6014927779341
mk8_seed08_ep001,mk8,8,outputs\episodesrandimarte_heldout\incumbents\mk8_seed08.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed08_ep001.json,8,4,4,427.7482401703608,1234.058722561093
mk8_seed09_ep001,mk8,9,outputs\episodesrandimarte_heldout\incumbents\mk8_seed09.json,outputs\episodesrandimarte_heldout\episodes\mk8_seed09_ep001.json,8,4,4,431.5276335436636,1469.927806529014
mk9_seed00_ep001,mk9,0,outputs\episodesrandimarte_heldout\incumbents\mk9_seed00.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed00_ep001.json,8,4,4,279.7079166755087,1133.1299222779185
mk9_seed01_ep001,mk9,1,outputs\episodesrandimarte_heldout\incumbents\mk9_seed01.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed01_ep001.json,8,4,4,256.8267806420408,871.5806484956809
mk9_seed02_ep001,mk9,2,outputs\episodesrandimarte_heldout\incumbents\mk9_seed02.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed02_ep001.json,8,4,4,321.68690285326795,1149.8227890428464
mk9_seed03_ep001,mk9,3,outputs\episodesrandimarte_heldout\incumbents\mk9_seed03.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed03_ep001.json,8,4,4,300.28195786550646,1060.2131789026932
mk9_seed04_ep001,mk9,4,outputs\episodesrandimarte_heldout\incumbents\mk9_seed04.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed04_ep001.json,8,4,4,262.72981047263,1069.2200814758733
mk9_seed05_ep001,mk9,5,outputs\episodesrandimarte_heldout\incumbents\mk9_seed05.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed05_ep001.json,8,4,4,270.2777950349895,899.7015141122197
mk9_seed06_ep001,mk9,6,outputs\episodesrandimarte_heldout\incumbents\mk9_seed06.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed06_ep001.json,8,4,4,276.6998839636973,1116.1074200655703
mk9_seed07_ep001,mk9,7,outputs\episodesrandimarte_heldout\incumbents\mk9_seed07.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed07_ep001.json,8,4,4,221.47534004290597,570.797502311637
mk9_seed08_ep001,mk9,8,outputs\episodesrandimarte_heldout\incumbents\mk9_seed08.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed08_ep001.json,8,4,4,316.4296977036933,912.9034134029157
mk9_seed09_ep001,mk9,9,outputs\episodesrandimarte_heldout\incumbents\mk9_seed09.json,outputs\episodesrandimarte_heldout\episodes\mk9_seed09_ep001.json,8,4,4,319.2255299019538,1087.3891878105223
